customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03547,Female,0,No,No,67,No,DSL,No internet service,No internet service,One year,Yes,Credit card (automatic),63.06,4243.77,0
CUST-03548,Male,0,No,Yes,64,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,46.55,3085.24,0
CUST-03549,Female,0,No,Yes,25,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,47.8,1181.33,1
CUST-03550,Female,0,Yes,No,9,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,56.31,598.48,0
CUST-03551,Female,0,Yes,No,52,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,101.56,5246.74,1
CUST-03552,Female,1,Yes,No,58,Yes,DSL,No internet service,Yes,Two year,No,Electronic check,114.72,6555.02,0
CUST-03553,Male,0,Yes,Yes,21,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Electronic check,61.87,1270.31,0
CUST-03554,Female,0,Yes,Yes,50,Yes,Fiber optic,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.34,2829.11,0
CUST-03555,Female,0,Yes,No,47,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,102.66,4741.51,0
CUST-03556,Female,0,Yes,Yes,20,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),60.69,1192.93,0
CUST-03557,Female,0,No,No,21,Yes,No,No,Yes,Two year,No,Electronic check,73.2,1586.75,0
CUST-03558,Female,0,No,No,29,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),41.09,1161.9,0
CUST-03559,Female,1,Yes,Yes,24,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),92.35,2197.6,0
CUST-03560,Male,0,No,No,27,Yes,Fiber optic,No,No internet service,One year,No,Credit card (automatic),71.2,1990.93,0
CUST-03561,Male,0,No,No,64,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,98.9,6292.19,0
CUST-03562,Male,0,Yes,No,44,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.07,4258.03,0
CUST-03563,Male,0,No,No,67,Yes,Fiber optic,No,No,One year,Yes,Electronic check,39.5,2561.13,0
CUST-03564,Male,0,Yes,No,6,Yes,DSL,No,No internet service,Month-to-month,Yes,Mailed check,89.56,489.05,1
CUST-03565,Male,1,No,No,48,Yes,DSL,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),98.01,4693.81,1
CUST-03566,Male,0,No,Yes,8,Yes,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,52.61,481.34,0
CUST-03567,Male,0,No,No,35,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,35.26,1188.47,0
CUST-03568,Male,0,No,No,0,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,18.26,0.0,0
CUST-03569,Male,0,No,No,9,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,63.09,581.43,0
CUST-03570,Male,0,Yes,No,35,Yes,Fiber optic,No internet service,Yes,One year,No,Electronic check,53.24,1885.04,0
CUST-03571,Female,0,Yes,No,72,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),73.49,5239.5,0
CUST-03572,Male,0,No,No,45,Yes,DSL,No,No internet service,Month-to-month,Yes,Electronic check,36.8,1629.91,0
CUST-03573,Female,0,No,No,31,Yes,DSL,No,No internet service,Two year,No,Bank transfer (automatic),103.97,3277.4,0
CUST-03574,Male,0,No,Yes,31,Yes,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.78,1298.18,1
CUST-03575,Female,0,No,Yes,5,Yes,DSL,No internet service,No,One year,Yes,Mailed check,40.64,220.27,1
CUST-03576,Female,0,Yes,No,47,Yes,DSL,No,Yes,Two year,Yes,Bank transfer (automatic),66.07,3079.41,0
CUST-03577,Male,0,No,No,37,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),67.89,2582.06,0
CUST-03578,Female,0,No,No,16,Yes,No,No,Yes,Two year,No,Mailed check,39.51,661.18,0
CUST-03579,Female,0,Yes,No,26,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,45.19,1218.97,1
CUST-03580,Female,0,No,No,53,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),34.97,1826.53,0
CUST-03581,Female,0,Yes,No,49,Yes,Fiber optic,Yes,No internet service,Two year,No,Credit card (automatic),89.85,4443.88,0
CUST-03582,Male,0,No,No,34,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),95.01,3270.26,0
CUST-03583,Male,0,No,Yes,24,No,Fiber optic,No,No internet service,One year,No,Electronic check,64.23,1567.49,0
CUST-03584,Male,0,Yes,No,27,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,89.41,2399.94,0
CUST-03585,Female,0,No,No,14,Yes,Fiber optic,No internet service,Yes,One year,Yes,Mailed check,91.59,1290.39,0
CUST-03586,Male,0,No,No,3,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),31.83,2.85,0
CUST-03587,Male,0,Yes,No,72,Yes,DSL,No internet service,No,Month-to-month,No,Bank transfer (automatic),114.62,8340.59,0
CUST-03588,Male,0,Yes,Yes,26,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,100.1,2572.4,1
CUST-03589,Female,0,Yes,Yes,25,Yes,Fiber optic,No internet service,Yes,One year,No,Bank transfer (automatic),38.45,944.51,0
CUST-03590,Male,0,No,Yes,18,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,36.62,593.27,1
CUST-03591,Female,0,Yes,Yes,16,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),30.57,522.76,0
CUST-03592,Female,0,No,No,42,Yes,DSL,Yes,No,Month-to-month,Yes,Electronic check,31.84,1363.74,0
CUST-03593,Male,0,Yes,No,40,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.82,3698.02,0
CUST-03594,Male,0,No,Yes,41,Yes,DSL,No internet service,No,One year,No,Electronic check,64.97,2547.04,0
CUST-03595,Female,0,Yes,No,49,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,96.29,4682.63,0
CUST-03596,Female,0,No,No,39,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,92.63,3635.57,0
CUST-03597,Male,0,No,Yes,38,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card (automatic),78.46,2994.05,0
CUST-03598,Female,0,Yes,Yes,22,Yes,DSL,No,No,One year,Yes,Bank transfer (automatic),86.64,1903.77,0
CUST-03599,Female,1,Yes,No,51,Yes,Fiber optic,No internet service,No,Two year,Yes,Mailed check,19.84,990.64,0
CUST-03600,Female,0,No,No,46,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.18,2183.35,0
CUST-03601,Male,0,Yes,No,62,Yes,DSL,No,No,Month-to-month,No,Bank transfer (automatic),81.78,5118.55,1
CUST-03602,Male,1,Yes,No,68,No,DSL,No,No,Month-to-month,Yes,Bank transfer (automatic),18.93,1215.23,0
CUST-03603,Female,0,Yes,No,42,Yes,DSL,No internet service,Yes,One year,Yes,Mailed check,21.3,884.39,0
CUST-03604,Male,0,Yes,No,47,Yes,DSL,No,No,Month-to-month,No,Electronic check,103.19,4798.19,0
CUST-03605,Male,0,No,No,33,Yes,DSL,No,Yes,One year,No,Electronic check,86.4,2900.88,0
CUST-03606,Female,0,No,Yes,39,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,44.54,1766.16,0
CUST-03607,Male,0,No,Yes,60,No,DSL,Yes,No,Two year,Yes,Bank transfer (automatic),86.8,5190.14,0
CUST-03608,Female,0,Yes,Yes,49,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,97.25,4799.81,0
CUST-03609,Male,0,Yes,Yes,66,Yes,No,No,No internet service,Two year,No,Mailed check,48.68,3138.29,1
CUST-03610,Female,0,No,Yes,61,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Mailed check,21.6,1313.63,0
CUST-03611,Female,0,No,No,57,Yes,DSL,Yes,No internet service,Month-to-month,No,Electronic check,111.28,6290.22,1
CUST-03612,Male,0,Yes,Yes,32,Yes,Fiber optic,No,Yes,One year,No,Credit card (automatic),52.52,1731.89,0
CUST-03613,Female,0,No,Yes,15,Yes,Fiber optic,No internet service,No internet service,One year,No,Credit card (automatic),28.65,448.46,1
CUST-03614,Male,0,No,No,47,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Electronic check,67.19,3190.43,1
CUST-03615,Female,0,Yes,No,9,Yes,DSL,No,Yes,Two year,No,Credit card (automatic),94.85,825.99,0
CUST-03616,Female,0,No,Yes,37,Yes,No,No,No,Month-to-month,No,Mailed check,40.16,1523.16,0
CUST-03617,Male,0,No,No,18,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer (automatic),44.95,753.25,0
CUST-03618,Female,1,Yes,No,35,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,42.27,1430.77,0
CUST-03619,Male,0,Yes,No,58,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,117.17,6787.1,1
CUST-03620,Male,0,Yes,No,62,Yes,DSL,No internet service,No internet service,One year,Yes,Credit card (automatic),37.74,2293.14,0
CUST-03621,Male,1,No,Yes,45,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),75.55,3435.23,1
CUST-03622,Male,1,No,No,2,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,110.53,197.39,0
CUST-03623,Male,0,Yes,Yes,64,No,DSL,Yes,No internet service,Month-to-month,No,Credit card (automatic),32.69,2038.13,0
CUST-03624,Female,0,No,No,7,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer (automatic),115.09,745.12,0
CUST-03625,Male,0,Yes,Yes,50,No,Fiber optic,No,Yes,Two year,No,Electronic check,112.75,5672.37,0
CUST-03626,Male,0,Yes,No,72,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Electronic check,106.46,7537.92,0
CUST-03627,Male,0,No,No,5,Yes,DSL,No internet service,Yes,Month-to-month,Yes,Electronic check,39.46,146.75,0
CUST-03628,Male,0,No,No,38,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.41,3163.73,0
CUST-03629,Female,0,Yes,No,59,Yes,DSL,No internet service,No,Two year,Yes,Credit card (automatic),94.09,5534.09,1
CUST-03630,Male,0,Yes,No,27,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,116.6,3184.02,0
CUST-03631,Male,0,No,Yes,53,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.04,1931.49,0
CUST-03632,Male,1,No,No,36,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.6,3396.06,0
CUST-03633,Male,1,No,No,8,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,51.88,332.09,0
CUST-03634,Male,0,No,No,55,Yes,Fiber optic,Yes,No,Two year,Yes,Electronic check,35.56,1889.51,0
CUST-03635,Female,0,No,Yes,58,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,60.14,3420.98,0
CUST-03636,Female,0,No,No,1,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.38,121.48,0
CUST-03637,Male,0,No,Yes,60,Yes,DSL,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.48,3902.28,0
CUST-03638,Female,0,Yes,No,57,Yes,DSL,No internet service,No,Month-to-month,Yes,Electronic check,71.75,4045.81,1
CUST-03639,Male,0,No,No,59,Yes,DSL,Yes,No,Two year,Yes,Mailed check,117.52,6929.74,0
CUST-03640,Male,0,Yes,No,39,Yes,DSL,Yes,No internet service,Two year,No,Bank transfer (automatic),57.91,2258.9,0
CUST-03641,Female,0,No,No,35,Yes,Fiber optic,No,Yes,One year,No,Electronic check,79.54,2787.81,0
CUST-03642,Female,0,Yes,No,36,No,Fiber optic,No,No internet service,Month-to-month,No,Mailed check,54.52,1924.62,0
CUST-03643,Male,0,Yes,No,17,Yes,DSL,No internet service,No,One year,No,Electronic check,57.28,1055.66,0
CUST-03644,Male,0,No,No,62,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,87.56,5462.61,0
CUST-03645,Male,0,Yes,No,21,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer (automatic),111.79,2351.24,1
CUST-03646,Male,0,No,No,10,Yes,Fiber optic,No,No internet service,One year,No,Electronic check,72.24,696.46,0
CUST-03647,Female,0,No,No,57,Yes,DSL,No internet service,No,One year,No,Credit card (automatic),94.84,5364.2,0
CUST-03648,Female,0,Yes,No,56,Yes,DSL,Yes,Yes,One year,No,Electronic check,26.92,1527.41,0
CUST-03649,Male,0,No,No,3,Yes,Fiber optic,No,Yes,One year,No,Electronic check,39.12,93.67,0
CUST-03650,Female,0,No,No,6,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,68.21,415.95,1
CUST-03651,Female,0,No,No,60,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card (automatic),20.0,1105.03,0
CUST-03652,Male,0,No,No,53,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Electronic check,43.29,2267.88,0
CUST-03653,Male,1,No,No,67,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.74,4667.13,0
CUST-03654,Male,0,Yes,Yes,0,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,48.39,1
CUST-03655,Female,0,No,No,54,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Mailed check,44.45,2354.18,1
CUST-03656,Male,0,Yes,No,2,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,69.4,64.51,1
CUST-03657,Female,1,No,No,37,Yes,No,Yes,Yes,Two year,No,Electronic check,75.31,2808.71,0
CUST-03658,Male,0,Yes,No,0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card (automatic),110.58,0.0,1
CUST-03659,Female,0,Yes,No,37,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.53,2967.51,1
CUST-03660,Male,0,Yes,No,28,Yes,Fiber optic,No,No,One year,Yes,Electronic check,59.47,1581.55,1
CUST-03661,Male,0,No,No,4,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,111.04,411.82,1
CUST-03662,Male,0,No,Yes,20,Yes,No,Yes,No internet service,Two year,No,Electronic check,96.49,1925.61,0
CUST-03663,Male,0,No,No,70,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer (automatic),38.0,2729.46,1
CUST-03664,Female,0,No,No,66,Yes,Fiber optic,No internet service,No,Two year,No,Electronic check,31.08,1997.22,0
CUST-03665,Female,0,No,Yes,46,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Electronic check,85.58,3963.62,0
CUST-03666,Female,0,Yes,No,34,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),73.99,2417.62,1
CUST-03667,Female,1,No,No,67,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,96.97,6515.04,0
CUST-03668,Male,0,No,Yes,68,Yes,DSL,No,No,Month-to-month,No,Electronic check,91.88,6323.17,0
CUST-03669,Male,0,Yes,No,0,Yes,Fiber optic,No,Yes,Two year,No,Credit card (automatic),80.52,7.09,0
CUST-03670,Female,0,No,No,67,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),116.64,7781.47,0
CUST-03671,Female,0,No,No,11,Yes,Fiber optic,No,No,One year,Yes,Electronic check,71.36,846.59,0
CUST-03672,Male,0,Yes,No,59,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,29.31,1746.73,0
CUST-03673,Male,0,No,Yes,26,Yes,DSL,Yes,Yes,Two year,Yes,Mailed check,100.83,2629.26,0
CUST-03674,Male,0,Yes,Yes,55,Yes,Fiber optic,No,No internet service,One year,Yes,Mailed check,43.19,2324.56,0
CUST-03675,Male,0,Yes,No,22,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.73,2124.25,1
CUST-03676,Male,0,No,No,24,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),113.71,2694.8,0
CUST-03677,Male,0,No,No,20,Yes,DSL,Yes,No,One year,Yes,Bank transfer (automatic),87.68,1769.17,0
CUST-03678,Female,0,Yes,No,60,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,77.6,4658.43,1
CUST-03679,Male,0,Yes,No,62,No,No,No internet service,No,Month-to-month,Yes,Mailed check,64.04,4024.69,0
CUST-03680,Male,0,No,Yes,51,Yes,Fiber optic,Yes,Yes,One year,Yes,Mailed check,54.44,2747.64,0
CUST-03681,Female,0,Yes,No,24,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,53.3,1271.73,0
CUST-03682,Male,1,No,Yes,54,Yes,DSL,No internet service,No internet service,Two year,Yes,Electronic check,81.64,4448.48,0
CUST-03683,Female,0,Yes,No,45,Yes,Fiber optic,No,No,One year,Yes,Electronic check,93.13,4179.05,0
CUST-03684,Male,0,No,No,31,Yes,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,85.85,2660.27,1
CUST-03685,Male,0,No,No,54,Yes,Fiber optic,No internet service,Yes,Two year,No,Electronic check,37.84,2023.02,0
CUST-03686,Female,1,No,Yes,4,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,67.4,261.42,1
CUST-03687,Female,0,No,Yes,35,No,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,97.16,3434.15,1
CUST-03688,Male,0,No,No,48,Yes,No,No,No internet service,Two year,Yes,Mailed check,65.57,3239.16,0
CUST-03689,Male,0,No,No,57,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,71.66,4000.69,0
CUST-03690,Female,0,No,No,38,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,95.11,3550.93,1
CUST-03691,Female,1,No,No,60,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),84.13,5040.73,0
CUST-03692,Male,0,Yes,Yes,8,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,58.93,473.92,0
CUST-03693,Female,0,Yes,No,5,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.54,526.82,1
CUST-03694,Male,0,No,Yes,34,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Credit card (automatic),34.26,1137.18,0
CUST-03695,Female,0,No,No,38,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,117.55,4405.28,1
CUST-03696,Female,0,No,No,21,Yes,DSL,Yes,No,Two year,No,Mailed check,29.89,597.15,0
CUST-03697,Male,0,Yes,No,40,Yes,DSL,Yes,No internet service,Month-to-month,No,Mailed check,19.49,820.46,0
CUST-03698,Female,0,No,No,4,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,107.0,432.65,1
CUST-03699,Female,0,No,No,41,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,42.5,1776.28,0
CUST-03700,Male,0,No,No,66,Yes,DSL,Yes,No internet service,One year,Yes,Credit card (automatic),90.97,5943.85,1
CUST-03701,Female,0,Yes,No,29,Yes,No,No internet service,Yes,One year,Yes,Electronic check,99.1,2946.11,1
CUST-03702,Female,0,No,Yes,56,Yes,Fiber optic,Yes,No internet service,Month-to-month,No,Credit card (automatic),103.9,5790.31,1
CUST-03703,Male,0,Yes,No,72,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.16,8459.28,1
CUST-03704,Male,0,No,No,28,Yes,Fiber optic,No internet service,Yes,One year,Yes,Bank transfer (automatic),47.4,1320.95,1
CUST-03705,Male,0,No,No,36,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,89.02,3177.72,0
CUST-03706,Female,0,Yes,No,12,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,29.54,376.12,0
CUST-03707,Female,0,No,Yes,31,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,58.68,1849.11,0
CUST-03708,Female,0,No,No,45,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,102.8,4760.4,0
CUST-03709,Male,0,Yes,Yes,22,Yes,Fiber optic,No,No,Two year,No,Credit card (automatic),54.77,1236.9,0
CUST-03710,Female,0,No,No,44,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,77.11,3424.05,0
CUST-03711,Female,0,Yes,No,16,Yes,Fiber optic,Yes,No internet service,One year,Yes,Mailed check,68.38,1151.32,0
CUST-03712,Female,0,No,No,65,Yes,DSL,No,Yes,Two year,Yes,Credit card (automatic),82.6,5395.59,0
CUST-03713,Female,1,Yes,No,5,Yes,DSL,Yes,No internet service,One year,Yes,Electronic check,115.29,574.51,0
CUST-03714,Male,0,Yes,No,17,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.57,416.98,0
CUST-03715,Female,1,No,No,21,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1626.14,0
CUST-03716,Female,1,No,Yes,32,Yes,Fiber optic,No internet service,No,Month-to-month,Yes,Mailed check,104.3,3407.14,0
CUST-03717,Female,0,Yes,No,29,Yes,DSL,No,No,One year,No,Credit card (automatic),66.14,1842.53,0
CUST-03718,Female,0,No,No,31,Yes,DSL,No,No,One year,No,Credit card (automatic),25.85,706.84,0
CUST-03719,Female,0,No,No,41,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,74.05,3103.47,0
CUST-03720,Male,0,No,No,9,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,51.21,421.02,1
CUST-03721,Male,1,No,No,35,Yes,DSL,Yes,No internet service,Month-to-month,Yes,Mailed check,33.49,1089.25,1
CUST-03722,Female,0,No,No,33,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.9,3308.1,0
CUST-03723,Male,0,Yes,No,72,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.16,5141.61,0
CUST-03724,Female,0,Yes,No,27,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Electronic check,111.33,3049.79,1
CUST-03725,Male,0,Yes,No,10,Yes,DSL,No internet service,Yes,Two year,Yes,Electronic check,98.6,946.25,0
CUST-03726,Female,0,No,No,38,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),87.3,3279.71,0
CUST-03727,Female,0,Yes,No,46,Yes,DSL,No,No internet service,Two year,Yes,Electronic check,18.5,853.74,0
CUST-03728,Male,0,No,No,18,Yes,Fiber optic,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),60.78,1137.01,0
CUST-03729,Male,0,Yes,No,14,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.75,513.8,1
CUST-03730,Male,0,No,Yes,27,Yes,DSL,No,No,Month-to-month,No,Electronic check,109.08,2905.86,1
CUST-03731,Female,0,No,No,23,Yes,Fiber optic,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.46,872.33,1
CUST-03732,Male,0,Yes,No,71,Yes,DSL,No internet service,Yes,Two year,Yes,Electronic check,46.61,3308.02,1
CUST-03733,Male,0,Yes,Yes,8,Yes,DSL,No internet service,No,Month-to-month,No,Credit card (automatic),69.68,547.86,0
CUST-03734,Male,0,No,No,46,Yes,Fiber optic,No internet service,No,One year,Yes,Electronic check,44.34,2069.25,0
CUST-03735,Female,0,No,No,32,No,No,No internet service,No,Month-to-month,Yes,Mailed check,38.99,1140.86,0
CUST-03736,Female,0,No,Yes,61,Yes,Fiber optic,No internet service,No,Two year,No,Mailed check,77.91,4776.22,0
CUST-03737,Female,0,Yes,No,18,Yes,Fiber optic,No,No internet service,Month-to-month,No,Credit card (automatic),26.89,504.57,1
CUST-03738,Male,1,No,Yes,66,Yes,Fiber optic,No,No,Two year,Yes,Electronic check,23.82,1503.17,0
CUST-03739,Female,0,No,No,39,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,55.22,2056.51,1
CUST-03740,Female,0,Yes,Yes,46,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,90.07,4115.0,0
CUST-03741,Male,1,Yes,Yes,64,Yes,DSL,No,No internet service,One year,Yes,Electronic check,73.48,4711.87,0
CUST-03742,Male,0,No,Yes,28,Yes,Fiber optic,No,No internet service,Two year,No,Bank transfer (automatic),60.29,1702.36,0
CUST-03743,Male,0,Yes,Yes,49,Yes,Fiber optic,No internet service,No,Month-to-month,No,Electronic check,74.58,3739.62,0
CUST-03744,Female,0,No,No,12,No,No,Yes,No,Two year,No,Bank transfer (automatic),54.55,663.77,0
CUST-03745,Female,0,No,No,0,Yes,Fiber optic,Yes,Yes,One year,No,Credit card (automatic),111.61,0.0,0
CUST-03746,Female,0,Yes,Yes,33,Yes,Fiber optic,No,No,Two year,Yes,Credit card (automatic),23.49,762.62,0
CUST-03747,Male,0,No,No,47,Yes,DSL,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),85.34,3946.05,0
CUST-03748,Male,0,Yes,No,47,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,107.13,5026.15,0
CUST-03749,Male,0,Yes,No,48,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,98.39,4793.17,1
CUST-03750,Female,0,No,Yes,63,Yes,Fiber optic,No internet service,No internet service,Two year,No,Credit card (automatic),36.4,2316.16,1
CUST-03751,Male,0,No,No,60,Yes,Fiber optic,Yes,No internet service,Two year,Yes,Credit card (automatic),47.59,2819.36,0
CUST-03752,Female,0,Yes,No,28,Yes,DSL,No,No,One year,Yes,Mailed check,89.7,2541.22,1
CUST-03753,Female,0,Yes,No,38,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),26.43,965.45,0
CUST-03754,Female,0,No,No,25,No,DSL,No,No internet service,Month-to-month,Yes,Credit card (automatic),99.19,2341.58,1
CUST-03755,Male,0,No,Yes,16,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card (automatic),89.89,1376.57,0
CUST-03756,Male,0,No,No,70,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.96,6390.12,0
CUST-03757,Male,0,No,No,12,Yes,Fiber optic,No,No internet service,Two year,No,Credit card (automatic),28.02,374.86,0
CUST-03758,Female,0,No,No,68,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.78,6190.92,0
CUST-03759,Male,0,Yes,Yes,25,Yes,Fiber optic,No,No,Month-to-month,No,Electronic check,85.98,2166.56,1
CUST-03760,Female,0,No,No,48,Yes,DSL,No internet service,Yes,Two year,No,Credit card (automatic),101.09,4919.68,0
CUST-03761,Male,0,Yes,Yes,66,Yes,Fiber optic,No internet service,No internet service,Month-to-month,No,Electronic check,22.16,1494.06,0
CUST-03762,Male,0,Yes,No,6,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,20.31,168.73,1
CUST-03763,Male,0,No,Yes,57,Yes,DSL,No,No,Two year,Yes,Credit card (automatic),55.3,3207.19,0
CUST-03764,Male,0,Yes,No,48,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),32.88,1602.59,0
CUST-03765,Female,1,Yes,Yes,52,No,DSL,No internet service,No internet service,One year,No,Credit card (automatic),73.84,3893.42,0
CUST-03766,Female,0,Yes,No,64,Yes,Fiber optic,No,Yes,One year,Yes,Mailed check,109.73,6987.79,0
CUST-03767,Female,1,Yes,No,61,Yes,Fiber optic,No internet service,Yes,Month-to-month,Yes,Mailed check,57.15,3364.82,0
CUST-03768,Female,0,Yes,No,16,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.5,1672.54,0
